,0
1607,"#medicinahumanizada, #saudemental"
1608,"#pas, #saúdemental"
1609,"#amor, #paz, #apego, #mente, #saudemental, #tristeza, #abraço, #acolhimento, #sorriso"
1610,"#SAMBA, #saudemental, #naquelepique"
1611,"#lookdodia, #psico, #saúdemental, #itboy"
1612,"#mimimi, #Psicologia, #Psicólogo, #Psicoterapia, #SaúdeMental"
1613,"#terapia, #psicologa, #saudemental"
1614,"#depressa, #saudemental, #amor, #cura, #estresse, #cobranças"
1615,"#ciência, #saúdemental"
1616,"#detox, #saudemental, #eumeamo"
1617,"#SetembroAmarelo, #SaúdeMental"
1618,"#Fantastico, #saudemental, #SetembroAmarelo"
1619,"#saúdemental, #setembroamarelo, #mente, #corpo, #psicologia, #masculinidade, #sejahomem"
1620,"#amorproprio, #SaudeMental"
1621,"#SetembroAmarelo, #PrevencaoAoSuicidio, #Ansiedade, #Depressao, #SaudeMental, #BusqueAjuda"
1622,"#SetembroAmarelo, #saudemental, #depressao"
1623,"#burnout, #saudemental, #missoes, #cuidadomissionario"
1624,"#saudemental, #naototendo"
1625,"#saudeMental, #Psicologia, #Psicoterapia, #Depressão, #Ansiedade, #suicidio, #SuicidePrevention"
1626,"#saúdeMental, #SetembroAmarelo"
1627,"#setembroamarelo, #saúdemental, #síndromedeburnout, #trabalho, #carreira"
1628,"#saúdemental, #drogas, #gestãopública, #saúde, #ceará"
1629,"#SaúdeMental, #FOMO"
1630,"#saudemental, #saude, #suicidio, #Politica"
1631,"#tumpperwaremepatrocina, #SetembroAmarelo, #saudemental"
1632,"#saudemental, #paz"
1633,"#SaúdeMental, #RádioLivre"
1634,"#SetembroAmarelo, #EvandroLeitão, #CombateÀDrepressão, #Prevenção, #SaúdeMental, #AGenteJogaJunto"
1635,"#publi, #saudemental, #ad"
1636,"#Psicologia, #saudemental"
1637,"#saudemental, #mudaamente"
1638,"#psicologia, #psicoterapia, #saúde, #saúdemental, #saudeemocional, #terapia"
1639,"#diadopsicologo, #psicologia, #psychologist, #psychologie, #diadopsicologo27deagosto, #parabenspsicologos, #mente, #saudemental"
1640,"#respiraemedita, #saudemental"
1641,"#DiadoPsicologo, #SaudeMental"
1642,"#redessociais, #saudemental"
1643,"#Saúde, #SaúdeMental, #DeBemComigo"
1644,"#depressão, #saúdemental"
1645,"#gay, #saudemental, #homofobia, #depressao"
1646,"#saudemental, #paznaalma"
1647,"#saúdemental, #saude"
1648,"#panapana, #queridasborborletas, #documentario, #saudemental, #depressao, #automutilação"
1649,"#reflexao, #saudemental, #empatia, #cbn"
1650,"#psicólogorecife, #atendimentopsicologico, #saudemental, #amoravida, #psicoterapia, #psicologiaclinica, #psicóloga, #recife, #atendimentopsicologicorecife"
1651,"#autoestima, #Psicologia, #terapia, #saude, #saudemental, #saudeemocional, #Brasil, #psicologiaporamor, #paicologiaclinica, #paz, #Familia, #life, #ilove, #autoconhecimento"
1652,"#saudemental, #bdtzeira"
1653,"#saudemental, #enfermagem"
1654,"#SaúdeMental, #Psicologia"
1655,"#capsi, #saudemental"
1656,"#paz, #saúdemental"
1657,"#Fantástico, #showdavida, #Depressão, #SaúdeMental"
1658,"#irreverente, #saúdemental"
1659,"#diasdeluta, #diasdegloria, #desmotivacao, #saudemental"
1660,"#Psicologia, #saúdemental"
1661,"#SaudeMental, #BomDia"
1662,"#Depressao, #saudeMental"
1663,"#BuenasViventes, #LIVE, #SAÚDEMENTAL"
1664,"#ansiedade, #saudemental, #SaúdeMental, #depressão, #preocupado, #estresse, #busqueajuda, #apoioemocional, #cvv, #ligue188"
1665,"#seradultocansa, #desligue, #cuide, #saudemental, #vivaohoje, #vivaopresente"
1666,"#emocional, #saudeemocional, #emoções, #comportamento, #resiliência, #positividade, #determinação, #autoestima, #autoconhecimento, #pensamentos, #bemestar, #coragem, #equilibrioemocional, #saudemental, #reflexaododia"
1667,"#depressao, #masculinidades, #saudemental"
1668,"#SaudeMental, #VidaSaudavel"
1669,"#novoscomeços, #vocêimporta, #SaúdeMental"
1670,"#mulheres, #SaúdeMental"
1671,"#NovosComeços, #SaudeEspiritual, #SaudeMental, #SaudeFamiliar, #SaudeFisica, #SaudeFinanceira, #SaudeAcademica"
1672,"#oprimido, #opressor, #pedagogia, #psicologia, #liberdade, #saudemental"
1673,"#limite, #amorproprio, #saudemental"
1674,"#SaudeMental, #RedesSociais"
1675,"#depressao, #saudemental, #empatia"
1676,"#Twitter, #saúdemental, #libra"
1677,"#saudemental, #rock, #2019, #instagram, #capitalism"
1678,"#cuidedasuamente, #boasenergias, #saudemental"
1679,"#Reflexões, #SaudeMental, #NewOrleans"
1680,"#InstitutoLe, #incentivoaleitura, #Livrosparacoloriravida, #beneficiosdaleitura, #saudemental, #criatividade"
1681,"#amorproprio, #saudemental, #amor"
1682,"#SNS, #saudemental"
1683,"#depressão, #suicídio, #saudemental, #qualidadedevida, #saude"
1684,"#psi, #psicologia, #psy, #psychology, #psych, #saude, #saudemental"
1685,"#familia, #saudemental"
1686,"#paz, #resgatesuasforças, #saúdemental, #preservesuapaz, #oração"
1687,"#depressao, #Depresion, #ansiedade, #ansiedad, #SaudeMental"
1688,"#saudemental, #saudefisica, #altoestima, #autoconfiança"
1689,"#diversidade, #inclusão, #nisedasilveira, #saúdemental"
1690,"#psicologia, #psicologiaporamor, #humanista, #terapia, #saudemental, #depressão, #autoestima, #saude, #vidasaudavel"
1691,"#bourdainday, #saudemental"
1692,"#saudemental, #depressao, #autoestima"
1693,"#maisamorproprio, #saudemental, #Amorlivre"
1694,"#saudemental, #MentalHealthAwareness, #MentalHealthMatters, #Psicologia, #psychology"
1695,"#depressão, #saudemental, #ansiedade, #transtornobipolar"
1696,"#EEG, #NASA, #neurofeedabck, #saudemental"
1697,"#saúdemental, #Psicologia"
1698,"#pessoastoxicas, #saudemental, #quebrandotabu"
1699,"#machoescroto, #machista, #Feminicidio, #saudemental, #amulheréalouca"
1700,"#saúdemental, #psicologia, #psicanálise"
1701,"#depressao, #suicidio, #automutilação, #bemestar, #saudemental"
1702,"#depressao, #Comente, #saúdemental, #ansiedade"
1703,"#sevalorize, #saudemental"
1704,"#NonStop, #NonStopProducoes, #saúdemental"
1705,"#haiku, #haikudaily, #HaikuChallenge, #MentalHealthAwareness, #saudemental"
1706,"#myfreedom, #MentalHeal, #saudemental"
1707,"#socorro, #mantendoacabeçanolugar, #saúdemental"
1708,"#saudemental, #DoençaMental"
1709,"#SaúdeMental, #ExistênciaHumana"
1710,"#hospital, #sindromedopanico, #ansiedade, #saúdemental, #kero, #cansada, #vaidarcerto"
1711,"#saudemental, #psicologia"
1712,"#suicídio, #SaúdeMental"
1713,"#violenciadomestica, #saudemental"
1714,"#saudemental, #semtempoirmao"
1715,"#ProjetoVocêImporta, #SaúdeMental, #Bullying, #PrevençãodoSuicídio"
1716,"#inteligenciaemocional, #consciencia, #transformacao, #energiapositiva, #evolucao, #intuicao, #properidade, #poderpessoal, #mudardevida, #luz, #amoroproprio, #autoestima, #tarot, #tarotcigano, #taro, #saudemental, #conhecimentoespiritual, #fisicaquantica, #juntossomosmaisfortes"
1717,"#myfirstTweet, #ansiedade, #saudemental, #diariodevida"
1718,"#labsex, #educacaosexual, #terapiasexual, #saudemental, #saudesexual"
1719,"#Movimentoantimanicomial, #saúdemental"
1720,"#18demaio, #diadalutaantimanicomial, #saudemental, #sus"
1721,"#Saudemental, #Boanoite, #Ajuda, #Bemestar"
1722,"#Psicologia, #Saude, #saudemental, #BlackMirror, #manifestantes, #TODOSPELAEDUCAÇÃO"
1723,"#WednesdayWisdom, #PenseNisso, #AutoConhecimento, #Aprendizado, #Solidão, #Solitude, #SaudeMental, #Saude, #FraseDelDia, #frases, #MotivationalQuotes"
1724,"#psicologia, #ansiedade, #autoconhecimento, #saudemental, #depressaocoisaseria, #BoaNoite"
1725,"#psicoterapia, #saudemental, #Brasil, #BolsonaroPiorGovernoDeTodosOsTempos"
1726,"#foradacaixinha, #saudemental"
1727,"#saudemental, #semabrigo"
1728,"#amorproprio, #pazinterior, #viverbem, #saudemental"
1729,"#PowerCoupleBrasil, #SaudeMental, #NaoAoRetrocesso"
1730,"#saudemental, #elite"
1731,"#paraisopsicologia, #atualidades, #palestras, #psicologia, #terapia, #videoaula, #psicóloga, #saudemental, #psicoterapia"
1732,"#penhanery, #psicologia, #psicodrama, #domingo, #goiania, #aula, #palestra, #aulas, #psicologosgoiania, #psicologosbsb, #psi, #saudemental, #viverbem"
1733,"#abstinencia, #depressao, #antidepressivo, #antipsicotico, #paroxetina, #tontura, #saudemental, #doencamental"
1734,"#precisamosfalarsobresaudemental, #saudemental, #depression, #anxietyproblems, #mentaldisorders"
1735,"#loveluize, #saudemental"
1736,"#depressãonãoéfrescura, #SaúdeMental, #CVV, #Sergipe, #SomosTodosDeputados, #DrSamuelCarvalho"
1737,"#ansiedade, #ansiosos, #saude, #saudemental, #saudedocorpo, #agitacao"
1738,"#borderlinepersonalitydisorder, #borderline, #tpb, #bpd, #saudemental, #psicologia, #psi, #transtornodepersonalidadeborderline, #sad"
1739,"#Lula, #Bolsonaro, #saúdemental"
1740,"#psicologo, #saudemental"
1741,"#saudemental, #faculdade"
1742,"#psicologiaéciencia, #saudemental, #façaterapia"
1743,"#neuropsicologiauberlândia, #psicologosuberlândia, #desenvolvimentohumano, #saúdemental"
1744,"#saúdecoletiva, #saudemental"
1745,"#cuidardomeuemocional, #saudemental, #Psicologia"
1746,"#saúdemental, #depressão, #cabeçaparacima"
1747,"#saudemental, #psicanálise, #consultorioepsicanalise"
1748,"#psicologia, #brasil, #saudemental"
1749,"#SaúdeMental, #GestãodeEmoções"
1750,"#DiaMundialdoAutismo, #AutismDay, #conscientizaçãodoautismo, #políticaspúblicas, #saúdemental, #IBRAPP"
1751,"#música, #terapia, #saudemental"
1752,"#LivreArbítrio, #SaúdeMental, #EspiritismoConsolador, #EspiritismoEsclarecedor, #Evolução, #Reencarnação, #Aprendizado, #InteligênciaEmocional, #Espírita, #Espiritismo, #AllanKardec, #BomDia"
1753,"#depressão, #saúdemental, #ansiedade"
1754,"#Recovery, #Saúdemental, #projetos, #Cesusc, #Caps"
1755,"#meditacao, #melhora, #saudemental, #transforma, #paz, #tranquilidade, #shalom"
1756,"#saudemental, #fluoxetinada"
1757,"#autoamor, #autoconsciencia, #consciencia, #poderdamente, #saudemental"
1758,"#psicoterapia, #psicologia, #saudemental, #bemestar, #liberdade, #amor, #amorproprio, #mente, #saude, #comportamento, #sentir, #pensar, #terapia, #máquinas"
1759,"#saudemental, #equilibrio, #bemestar, #byAA"
1760,"#consciente, #psicologa, #saudemental"
1761,"#bullying, #mata, #saudemental"
1762,"#viverpsicologia, #getaltterapia, #psicologia, #psicoterapia, #saúdemental, #soupsicologocommuitoorgulho"
1763,"#CVV, #ansiedade, #depressão, #ajuda, #apoio, #saúdemental"
1764,"#depression, #depressao, #saudemental, #saude, #bdc"
1765,"#piscólogo, #saudemental"
1766,"#desenvolvimentoinfantil, #saudemental, #psicobe"
1767,"#drandreymonteiro, #cirurgiainfantil, #cirurgiacardiaca, #coracao, #cardiologia, #ansiedade, #tag, #saude, #saudemental"
1768,"#bullying, #suzano, #saudemental"
1769,"#depressao, #saudemental, #LutoSuzano, #somosgamersnaoassassinos"
1770,"#terapiafazbem, #qualidadedevida, #saudemental, #naoaopreconceito, #Psicologia"
1771,"#terapia, #saude, #ansiedade, #depressao, #ajuda, #ajudaemocional, #apoioemocional, #saudemental"
1772,"#SaúdeMental, #CVV"
1773,"#suicidio, #psiquiatria, #saudemental"
1774,"#games, #Suzano, #DESCASO, #SAÚDEMENTAL, #SaudeMentalNasEscolas"
1775,"#MentalHealth, #SaúdeMental"
1776,"#suzano, #Suzanoatiradores, #saudemental, #cuidemdosseusfilhos"
1777,"#LutoSuzano, #suzanoemluto, #suzano, #realengo, #saudemental"
1778,"#amese, #cuidese, #saúdemental, #amorpróprio"
1779,"#depressao, #ansiedade, #transtorno, #saudemental"
1780,"#fome, #oquevctem, #saudemental"
1781,"#profallansantiago, #saudemental"
1782,"#Educacao, #Professor, #saudemental"
1783,"#Brasil, #Educacao, #Saude, #equilibrio, #saudemental"
1784,"#acreditar, #duvida, #verdade, #recomeços, #questionamentos, #sabedoria, #psicóloga, #brasília, #saúdemental, #emoções, #inspiração, #transformação, #sucesso, #sucessoepoder"
1785,"#feliz, #felicidade, #SaúdeMental"
1786,"#lutaantimanicomial, #saudemental"
1787,"#saudemental, #saude, #Ansiedade"
1788,"#SaudeMental, #ansiedade"
1789,"#SaúdeMental, #Psiquiatria"
1790,"#TercaDetremuraSDV, #lutaantimanicomial, #saudemental"
1791,"#SaudeMental, #Psico"
1792,"#filosofiadevida, #saudemental"
1793,"#UFBA, #faculdade, #saudemental"
1794,"#saudemental, #NoStress"
1795,"#Depressão, #SaúdeMental"
1796,"#mentalhealth, #saudemental, #pensamentos, #depressao, #bipolaridade"
1797,"#abrasme, #lutaantimanicomial, #saudemental, #reformapsiquiatricabrasileira"
1798,"#Autocuidado, #SaúdeMental"
1799,"#SERLIVRE, #SAÚDEMENTAL, #MANICÔMIOTEUCU"
1800,"#depressao, #saudemental"
1801,"#Psicologia, #saudemental, #autoconhecimento, #viverbem, #VidaSaudavel"
1802,"#SaúdeMental, #ReduçãoDeDanos"
1803,"#Cuidado, #saudemental, #solidao, #PensamentoDoDia"
1804,"#MinistériodaSaúde, #Saudemental, #luto"
1805,"#CenegedPI, #Qualidadedevida, #Saudemental"
1806,"#prioridades, #saudemental"
1807,"#janeirobranco, #saudemental, #umtoquecomandreiavente, #despertarclinicapsico"
1808,"#Brumadinho, #saudemental"
1809,"#janeirobranco, #saudemental, #RiodeJaneiro"
1810,"#BirdBox, #empatia, #depressão, #netflix, #saúdemental"
1811,"#depressao, #saudemental, #vidaadulta"
1812,"#terapiasalternativas, #aromatetapia, #ervasmedicinais, #cantinhodamassagem, #gatos, #bebes, #goodvibes, #saude, #saudemental, #maecoruja"
1813,"#cura, #saúdemental, #respeitopróprio, #autocuidado"
1814,"#correiodosaçores, #regrasjornalismo, #saudemental, #ordemdospsicologos"
1815,"#saudemental, #MulheresPodcasters"
1816,"#emocao, #saudemental, #janeirobranco"
1817,"#desabafo, #caps, #saudemental"
1818,"#qualitytime, #tempo, #mentalhealth, #saudemental"
1819,"#saúdemental, #psiporamor"
1820,"#SaúdeMental, #depressão, #TAG, #FobiaSocial, #Ansiedade"
1821,"#paz, #saúdemental, #tranquilidade, #suave"
1822,"#Janeirobranco, #saudemental"
1823,"#psicoterapia, #terapia, #psicologas, #saudemental, #felicidade, #anonovo, #felizanonovo"
1824,"#CASantoAmaro, #SaúdeMental"
1825,"#biblioterapia, #lectura, #SaúdeMental"
1826,"#psicologiainfantil, #psicologia, #autoconhecimento, #autoestima, #saudemental, #saudeemocional"
1827,"#brasil, #saúde, #saúdemental, #desistirjamais"
1828,"#educomunicação, #saúdemental, #rádio, #saúdecoletiva"
1829,"#saudemental, #mentes, #corações, #descontrolados, #lutoCampinas"
1830,"#saudemental, #chess, #xadrez, #sesc, #jogossesc, #medianeira"
1831,"#Psicologia, #psicologaesportiva, #psicologiaesportiva, #atletas, #esporte, #saudemental"
1832,"#SaúdeMental, #enfermagem"
1833,"#Depressão, #saudemental"
1834,"#Ansiedade, #DisturbiosDaAnsiedade, #TranstornosDaAnsiedade, #SaúdeMental, #SaúdeEmocional"
1835,"#Caps, #SaudeMental, #Psicóloga, #biopsicossocial"
1836,"#depression, #depressao, #ajuda, #help, #mentalhealth, #saudemental"
1837,"#SaudeMental, #vivaedeixeviver"
1838,"#saudemental, #qualidadedevida"
1839,"#Depressão, #SaúdeMental, #VcNoBemEstar"
1840,"#saudemental, #saudavel, #saúdeequalidadedevida, #suasaude, #saude, #reeducacaoalimentar, #receitafit, #cute, #crossfit, #dieta, #detox, #fit"
1841,"#equilíbrio, #saúdemental, #dinheiros, #feriadopromete"
1842,"#saude, #saudeebemestar, #saúde, #vidasaudavel, #saudeevida, #bemestar, #saudeemfoco, #saudemental, #qualidadedevida"
1843,"#bomdia, #celular, #amor, #tinder, #grindr, #happen, #hornet, #psicólogo, #psico, #psicoterapia, #terapia, #façaterapia, #consulteumpsicólogo, #consultório, #sãopaulo, #saudemental"
1844,"#paciência, #carinho, #respeito, #amor, #calma, #empatia, #autoconhecimento, #sabedoria, #comportamento, #aceitação, #relação, #tempo, #saudemental, #terapia, #saude, #gratidão, #tranquilidade, #emoções, #sentimentos"
1845,"#Energia, #SaúdeMental"
1846,"#hipnoseconstrutiva, #hipnoterapia, #hipnose, #terapia, #amor, #autoconhecimento, #clinica, #saudemental, #autoestima, #vida, #ansiedade, #felicidade"
1847,"#saudemental, #mentalhealth, #depressão, #depression, #suicidio, #suicide, #ansiedade, #ansiety, #recuperação, #recovery, #sobrevivente, #survivor, #rededesuporte, #supportnetwork, #conscienciasocial, #socialawareness, #comunidade, #community, #vida, #life"
1848,"#saudemental, #forafascistas"
1849,"#terapiaEMDR, #Braisnspotting, #depressão, #ansiedade, #prevençãodosuicidio, #fobias, #suicídio, #toc, #saúdemental, #regulacaoemocional, #autoconhecimento"
1850,"#SaúdeMental, #Eleições2018, #F1noSporTV"
1851,"#joiasolidaria, #joiasdidonna, #fazerobem, #loucospormassa, #isatAM, #saudemental"
1852,"#Eleiçoes2018, #HaddadNoSBT, #Haddad, #saudemental"
1853,"#producao, #visitatecnica, #eventos, #marketing, #lancamento, #equoamar, #psicologia, #saudemental"
1854,"#saudemental, #sooamorpodecurar, #depressaonaoefrescura"
1855,"#SaudeMental, #piadadodia"
1856,"#SaúdeMental, #FEHOESP360"
1857,"#MinhaSaudePrimeiro, #SaudeMental, #ParabensPelaDisposicao, #EuVotariaEmTuFacilFacil"
1858,"#saúdemental, #mocidade"
1859,"#racismo, #Brasil, #saudemental"
1860,"#Enfermagem, #SaudeMental, #VemResidencia"
1861,"#canalcescoplay, #EnergiaQueInspira, #saudemental"
1862,"#saudemental, #vidaleve"
1863,"#AlunoCoesoConscientiza, #ApoioSecretariaDaSaude, #SetembroAmarelo, #SaúdeMental"
1864,"#BomDia, #EstamosEmAula, #CapacitarManaus, #PósGraduação, #Especialização, #SaúdeMental, #SM1, #SUS, #SUAS, #GestoraPamelaJoão"
1865,"#setembroamarelo2018, #saudementalpedralva, #SAUDEmental"
1866,"#palmas, #tocantins, #urbanismo, #psicologia, #ceulp, #CeulpUlbra, #moradia, #sociologia, #saude, #saudemental"
1867,"#PensamentoDoDia, #NãoéIndireta, #insegurança, #timidez, #CoisasDaVida, #Traumas, #SaúdeMental"
1868,"#Saude, #SaudeMental, #pets"
1869,"#Encontro, #SetembroAmarelo, #SaudeMental"
1870,"#SaudeMental, #assediomoral"
1871,"#souhumana, #naosoudeferro, #saudemental, #healthmetal"
1872,"#SaúdeMental, #SetembroAmarelo, #ColetivaMS"
1873,"#SaudeMental, #MorningShowJP"
1874,"#SaudeMental, #FechadoComOCruzeiro, #AFazenda10, #AnittaIsOverParty"
1875,"#SaudeMental, #BoulosESonia50"
1876,"#SaudeMental, #Dia7é17"
1877,"#SaudeMental, #CiroPresidente, #Ciro12"
1878,"#SaudeMental, #Elenão, #elenunca"
1879,"#votoMarina18, #nempostenemmorte, #MaisVoce, #SaudeMental, #VejaAmarelasAoVivo"
1880,"#SaudeMental, #QuartaDetremuraSDV"
1881,"#HeadAboverWater, #QuartaDetremuraSDV, #SaudeMental"
1882,"#SaudeMental, #morningshow"
1883,"#Saudemental, #morningshow, #jpmorningshow"
1884,"#QuemMandoMatarBolsonaro, #SaudeMental"
1885,"#SaudeMental, #RespeitaMinhasCrises"
1886,"#HaddadPresidente13, #EleNão, #SaudeMental, #13neles"
1887,"#SaudeMental, #EleNão, #SaudeMental"
1888,"#17, #SaudeMental"
1889,"#QuartaDemetruraSDV, #HeadAboveWater, #SaudeMental, #cbng1"
1890,"#SaudeMental, #DepressãoNãoÉBrincadeira"
1891,"#Ripjornalismo, #saudemental"
1892,"#SaudeMental, #partiupracima"
1893,"#saudemental, #MorningShow"
1894,"#SaudeMental, #AtéDepoisDe28, #ProLitrãoBaratoChamaNoWhats"
1895,"#SetembroAmarelo, #SaúdeMental, #ProjetoVidaLeve"
1896,"#saudemental, #preocupada, #delirio, #falsidade"
1897,"#FridayLive, #SaudeMental, #EleNão"
1898,"#SetembroAmarelo, #prevenção, #suicídio, #saúdemental, #psicologia, #psiquiatria, #cvv, #188"
1899,"#immh2019, #saudemental"
1900,"#VidaeAção, #setembroamarelo, #precisamosfalardesuicídio, #abp, #cfm, #campanha, #conscientização, #saúdemental"
1901,"#JornaldaCultura, #democracia, #saudemental, #Eleições2018"
1902,"#saudemental, #rotinadeestudo"
1903,"#precisamoscuidardosnossos, #FalaFavela, #SetembroAmarelo, #CVV, #depressão, #saúdemental"
1904,"#setembroamarelo, #vidaesaude, #saudemental, #vidasaudavel"
1905,"#saudemental, #unb, #unbesuicidio"
1906,"#saudemental, #testepsicologico"
1907,"#saudemental, #detox, #namaste"
1908,"#MettaCapitalHumano, #Estagio, #Vagas, #Candidato, #Psicologico, #SaudeMental"
1909,"#psicologia, #cuidado, #parceria, #conhecimento, #saúdemental"
1910,"#inteligencia, #livros, #leitura, #saudemental"
1911,"#SaúdeMental, #MentalHealth, #NãoAoSuicídio, #PositiveThoughts"
1912,"#prozacnaagua, #saudemental"
1913,"#SaúdeMental, #UERJ, #Reducçãodedanos"
1914,"#teleatendimento, #saudemental"
1915,"#saudemental, #socialmedia"
1916,"#zombieboy, #SaudeMental"
1917,"#borderline, #maisumdia, #SaúdeMental, #ProjetoVocêImporta"
1918,"#saudemental, #saudedoadulto"
1919,"#dicashalynapraunisl, #saúdemental"
1920,"#saudemental, #DemiLovato"
1921,"#SaudeMental, #DependenciaQuimica, #Fé, #Espiritualidade, #MãeDeJoelhos"
1922,"#ProntoFalei, #SaúdeMental"
1923,"#EstadoDeNegação, #Psicologia, #SaúdeMental"
1924,"#saúdemental, #saúdeemocional, #educandoparavida"
1925,"#sejafelizhoje, #saiaprasedivertirnasegunda, #vejaumfilmenumaterça, #caminhenaquarta, #happyhourquinta, #tododiaédia, #saúdemental, #Equilíbrius, #qualidadedevida"
1926,"#saudemental, #universitarias, #universitarios"
1927,"#amnesia, #tept, #saúde, #saúdemental"
1928,"#muitoamorenvolvido, #saudemental, #estagiariasresidentes"
1929,"#foco, #pas, #saúdemental"
1930,"#vidadefreela, #freelancer, #saudemental"
1931,"#anthonybourdainrip, #katespadeRIP, #saudemental"
1932,"#saudemental, #transtornomental, #psicofobia, #borderline"
1933,"#saúdemental, #felicidade, #Psicologia"
1934,"#ansiedade, #depressao, #saudemental, #ansioliticos"
1935,"#VouficarBem, #Saudemental, #Beijosssss"
1936,"#saúdemental, #ansiedade"
1937,"#saudemental, #MGSM, #psicoloxia, #usc"
1938,"#esquizofrenia, #saudemental, #superacao, #empoderamento"
1939,"#pareepense, #saude, #Psicologia, #saudemental, #happy, #ansiedade, #depressao, #tristeza, #foco, #psicologiafortaleza"
1940,"#saúdemental, #cuidado"
1941,"#LutaAntimanicomial, #Sempreconceito, #Respeito, #SaúdeMental"
1942,"#EuMeImporto, #SaúdeMental"
1943,"#psicoterapias, #terapia, #psicologiabh, #psicologaerikarenata, #psicologia, #ruadabahia, #espaçoequilibre, #psicologa, #pampulha, #saudemental, #estresse, #ansiedade, #sintomas, #saude, #depressão, #larutan"
1944,"#SaúdeMental, #Enfermagem"
1945,"#NASFCSU, #atencaobasica, #saudemental, #lutaantimanicomial"
1946,"#18deMaio, #SaúdeMental"
1947,"#GapacCriúma, #RodaDeConversa, #SaúdeMental"
1948,"#psicologia, #saudemental, #terapia, #amorproprio, #autoestima, #selflove"
1949,"#SaúdeMental, #CesarFialho"
1950,"#SaúdeMental, #VemComigo"
1951,"#ex, #fode, #saudemental"
1952,"#facebook, #facebookfazmal, #saúdemental"
1953,"#depressão, #saúdemental, #valorizaçãodavida"
1954,"#DigaNãoADepressão, #DigaNãoAoSuicídio, #SaúdeMental"
1955,"#depressão, #ProjetoVocêImporta, #SaúdeMental, #PrevençãoDoSuicídio"
1956,"#psicologia, #Saúdemental, #amor"
1957,"#Aovivo, #SaúdeMental"
1958,"#sexo, #sexualidade, #sexologia, #psicologia, #atividadefísica, #saude, #saudemental"
1959,"#saudemental, #internaqueedoida, #vovoprocurainteressados"
1960,"#liberdade, #bomdia, #fé, #saúdemental"
1961,"#saúdemental, #governo, #psiquiatria, #Psicologia, #sociedade"
1962,"#qualudadedevida, #saúdemental, #saúdeintegral, #saúdedamulher, #saúdeemocional, #autoestimafeminina, #mulherempoderada, #mulherindependente, #autoaceitacaofeminina, #autoconfiançafeminina, #boaforma"
1963,"#saúdemental, #educação, #diadaconscientizaçãodoautismo"
1964,"#SaudeMental, #SaudedaAlma"
1965,"#CuidadosDaAlimentaçãoNaTerceiraIdade, #AtividadeFísicaNaPromoçãoDaSaúde, #AquisiçãoDaLinguagem, #ResiliênciaMédica, #SaúdeMental, #PrecauçõesPadrãoERiscoOcupacional, #OPapelDoAgenteComunitárioDeSaúde, #TelessaudeAM"
1966,"#bomdia, #saúdemental"
1967,"#luto, #abandono, #depressão, #saúdemental, #maldoséculo"
1968,"#gratidao, #saudemental, #detox, #muranadieta, #PrimeiroDeus"
1969,"#depressãotemsaída, #saúdemental"
1970,"#saudemental, #ansiedadepodeserpatologica, #facaterapia, #psicologia, #eppsi, #coachingnaoehpsicoterapia, #eppsi"
1971,"#saúdemental, #DENUNCIE"
1972,"#saudemental, #mentalhealth, #bipolardisorder, #HoldOn"
1973,"#coaching, #saúdemental, #OOutroLadoDoParaíso"
1974,"#saudemental, #carnaval, #netflix"
1975,"#ooutroladodoparaiso, #procureumpsicologo, #psicologia, #saudemental"
1976,"#SaudeMental, #BeHappy"
1977,"#pais, #saudemental"
1978,"#exercíciofísico, #saúdemental, #espiritualidade, #osteopatia"
1979,"#saúdemental, #clonazepam, #psiquiatra"
1980,"#janeirobranco, #saude, #saudemental, #viradadeano, #terapêutico, #propositos2018, #equilibrio, #comportamento, #danielebeltramepsi"
1981,"#janeirobranco, #saúdemental, #saudemental, #psicologia, #qualidadedevida, #saúdefísicaemental"
1982,"#JaneiroBranco, #saúdemental, #nãotenho, #busqueajuda"
1983,"#sacoCheio, #foda_se, #dramameucu, #NumMeEnche, #saudeMental"
1984,"#psicoeducação, #UFRN, #riscospsicossociaisnotrabalho, #saudemental, #manaus"
1985,"#anaemia, #transtornoalimentar, #casuloana, #borboletaana, #borboletana, #saudemental"
1986,"#consulteumpsicologo, #psicologia, #psicologias, #psicologo, #psicologa, #psicologos, #psicologas, #saudemental, #psicoterapia, #terapia, #psicanalise, #autoconhecimento"
1987,"#depressão, #ohvida, #comolidar, #SaudeMental"
1988,"#terapia, #saudemental, #pai, #mae, #familia"
1989,"#resiliencia, #paciencia, #saudemental"
1990,"#psicofarmacologia, #psiquiatria, #saudemental"
1991,"#otimismo, #saúdemental"
1992,"#NENHUMSERVIÇODESAÚDEAMENOS, #SUS, #SaúdeMental"
1993,"#SegundaDetremuraSDV, #SaudeMental"
1994,"#saúdemental, #peace"
1995,"#saúdemental, #Paz, #beleza"
1996,"#terapia, #saudemental, #adoro"
1997,"#Deus, #saudemental"
1998,"#aovivo, #saúdemental"
1999,"#freud, #saudemental, #nurses"
2000,"#saúdemental, #inteligenciaemocional, #treinofísico"
2001,"#psicólogo, #saúdemental"
2002,"#Mandela, #psicologia, #brasilia, #centrovangogh, #saudemental"
2003,"#SaúdeMental, #PrefeituradeUberlândia, #TrabalhoeResponsabilidade"
2004,"#vempracia, #vemtreinar, #saúdemental"
2005,"#SaudeMental, #RIPChester"
